Id,Label,Degree,Betweenness,Expression
104383,Rcor2,1,0,0
17095,Lyl1,1,0,0
234353,Psd3,1,0,0
56422,Hbs1l,1,0,0
14460,Gata1,1,0,0
75914,Exoc6b,1,0,0
19720,Trim27,1,0,0
53602,Hpcal1,1,0,0
12790,Cnga3,1,0,0
110794,Cebpe,1,0,0
103963,Rpn1,1,0,0
380993,Zfat,1,0,0
22320,Vamp8,1,0,0
67678,Lsm3,1,0,0
18032,Nfix,1,0,0
20742,Spnb2,1,0,0
19354,Rac2,1,0,0
229474,Fhdc1,1,0,0
18441,P2ry1,1,0,0
16154,Il10ra,1,0,0
68842,Tulp4,1,0,0
12522,Cd83,1,0,0
17863,Myb,1,0,0
263764,Creg2,1,0,0
78334,Cdk19,1,0,0
24136,Zeb2,1,0,0
209630,Frmd4a,1,0,0
106877,Afap1l1,1,0,0
18263,Odc1,1,0,0
11732,Ank,1,0,0
24069,Sufu,1,0,0
269023,Zfp608,1,0,0
66812,Ppcdc,1,0,0
16468,Jarid2,1,0,0
217864,Rcor1,1,0,0
17084,Ly86,1,0,0
102614,Rpp25,1,0,0
216543,Cep68,1,0,0
20686,Spa17,1,0,0
11480,Acvr2a,1,0,0
66970,Ssbp2,1,0,0
212528,Trmt1,1,0,0
74374,Clec16a,1,0,0
72475,Ssbp3,1,0,0
21887,Tle3,1,0,0
74203,Eif4enif1,1,0,0
76157,Slc35d3,1,0,0
21413,Tcf4,1,0,0
12447,Ccne1,1,0,0
140580,Elmo1,1,0,0
14582,Gfi1b,1,0,0
78887,Sfi1,1,0,0
56193,Plek,1,0,0
26408,Map3k5,1,0,0
98682,Mfsd6,1,0,0
76820,Fam49a,1,0,0
71699,Slc41a3,1,0,0
18073,Nid1,1,0,0
208618,Etl4,1,0,0.117016353580146
53896,Slc7a10,1,0,0
19211,Pten,1,0,0
21366,Slc6a6,1,0,0
106869,Tnfaip8,1,0,0
75735,Pank1,1,0,0
241263,Gpr158,1,0,0
18109,Mycn,1,0,0
70239,Gtf3c5,1,0,0
12557,Cdh17,1,0,0
12858,Cox5a,1,0,0
268930,Pkmyt1,1,0,0
216033,Ctnna3,1,0,0
14375,Xrcc6,1,0,0
240665,Ccnj,1,0,0
26558,Homer3,1,0,0
234356,Csgalnact1,1,0,0
72244,1600014C10Rik,1,0,0
21981,Ppp1r13b,1,0,0
28193,Reep3,1,0,0
11767,Ap1m1,1,0,0
52662,D18Ertd653e,1,0,0
71982,Snx10,1,0,0
328232,Gfod1,1,0,0
56473,Fads2,1,0,0
14065,F2rl3,1,0,0
14579,Gem,1,0,0
208228,Mob3a,1,0,0
209773,Dennd2a,1,0,0.0273340967030841
13400,Dmpk,1,0,0.0232019228722678
216725,Adamts2,1,0,0.068921015814934
12265,Ciita,1,0,0
11609,Agtr2,1,0,0
16197,Il7r,1,0,0
142980,Tlr3,1,0,0
64930,Tsc1,1,0,0
15894,Icam1,1,0,0
14068,F7,1,0,0.0244643657984117
215031,Vgll2,1,0,0
18812,Prl2c3,1,0,0
22601,Yap1,1,0,0
97064,Wwtr1,1,0,0
407831,Tmem204,1,0,0
22341,Vegfc,1,0,0
227738,Lrsam1,1,0,0
12366,Casp2,1,0,0
223697,Sun2,1,0,0
54607,Socs6,1,0,0
16846,Lep,1,0,0
80732,Mynn,1,0,0
14960,H2-Aa,1,0,0
238988,Erc2,1,0,-0.148480738810179
13401,Dmwd,1,0,0.0232939117874811
15967,Ifna4,1,0,0
15977,Ifnb1,1,0,0
13796,Emx1,1,0,0
16151,Ikbkg,1,0,0
16150,Ikbkb,1,0,0
13395,Dlx5,1,0,0
100046899,Meis3,1,0,0
13170,Dbp,1,0,0
11694,Alx3,1,0,0
100047997,Atf2,1,0,0
12611,Cebpg,1,0,0
99730,Taf13,1,0,0
26919,Zfp346,1,0,0
20681,Sox8,1,0,0
11628,Aicda,1,0,0
17096,Lyn,1,0,0
14163,Fgd1,1,0,0
16490,Kcna2,1,0,0
215280,Wipf1,1,0,0
13430,Dnm2,1,0,0
56233,Hdac7,1,0,0
12005,Axin1,1,0,0
20482,Skil,1,0,0
14102,Fas,1,0,0
68153,Gtf2e2,1,0,0
234959,Med17,1,0,0
74197,Gtf2e1,1,0,0
15402,Hoxa5,1,0,0
15399,Hoxa2,1,0,0
15396,Hoxa11,1,0,0
18609,Pdx1,1,0,0
15395,Hoxa10,1,0,0
15405,Hoxa9,1,0,0
17312,Clec10a,1,0,0
17533,Mrc1,1,0,0
13429,Dnm1,1,0,0
18260,Ocln,1,0,0
71956,Rnf135,1,0,0
12387,Ctnnb1,1,0,0
19353,Rac1,1,0,0
12558,Cdh2,1,0,0
71766,Raver1,1,0,0
11308,Abi1,1,0,0
13860,Eps8,1,0,0
59035,Carm1,1,0,0
17978,Ncoa2,1,0,0
12034,Phb2,1,0,0
18091,Nkx2-5,1,0,0
11720,Mat1a,1,0,0
232087,Mat2a,1,0,0
21835,Thrsp,1,0,0
170826,Ppargc1b,1,0,0
19017,Ppargc1a,1,0,0
68817,Ddi2,1,0,0
664799,Ctcfl,1,0,0
241576,Ldlrad3,1,0,0
75089,Uhrf1bp1l,1,0,0
243961,Shank1,1,0,0
12934,Dpysl2,1,0,0
51799,Rundc3a,1,0,0
13726,Emd,1,0,0
20910,Stxbp1,1,0,0
17346,Mknk1,1,0,0
17153,Mal,1,0,0
16562,Kif1c,1,0,0
11695,Alx4,1,0,0
20893,Bhlhe40,1,0,0
16582,Kifc3,1,0,0
21934,Tnfrsf11a,1,0,0
20384,Srsf5,1,0,0
16649,Kpna4,1,0,0
16650,Kpna6,1,0,0
54197,Rnf5,1,0,0
56299,Fkbpl,1,0,0
22761,Zfpm1,1,0,0
18010,Neu1,1,0,0
15976,Ifnar2,1,0,0
216233,Socs2,1,0,0
12702,Socs3,1,0,0
18515,Pbx2,1,0,0
20971,Sdc4,1,0,0
51789,Tnk2,1,0,0
12398,Cbfa2t3,1,0,0
24086,Tlk2,1,0,0
19244,Ptp4a2,1,0,-0.012907114981412
12396,Cbfa2t2,1,0,0
18771,Pknox1,1,0,0
16429,Itln1,1,0,0
60406,Sap30,1,0,0
12144,Blm,1,0,0
22343,Lin7c,1,0,0
59042,Cope,1,0,0
11722,Amy1,1,0,0
16175,Il1a,1,0,0
17196,Mbp,1,0,0
19122,Prnp,1,0,0
22144,Tuba3a,1,0,0
16476,Jun,1,0,0
15414,Hoxb6,1,0,0.126098368488891
15413,Hoxb5,1,0,0.0874436346483013
11421,Ace,1,0,0
333639,Mamld1,1,0,0
22187,Ubb,1,0,0
17927,Myod1,1,0,0
15412,Hoxb4,1,0,0
15425,Hoxc6,1,0,0.0712551105257698
16176,Il1b,1,0,0
21454,Tcp1,1,0,0
18641,Pfkl,1,0,0
17928,Myog,1,0,0
11931,Atp1b1,1,0,0
15368,Hmox1,1,0,0
23872,Ets2,1,0,0
18212,Ntrk2,1,0,0
17878,Myf6,1,0,0
22024,Crisp2,1,0,0
19025,Ctsa,1,0,0
14159,Fes,1,0,0
17872,Ppp1r15a,1,0,0
16669,Krt19,1,0,0
21942,Tnfrsf9,1,0,0
14672,Gna11,1,0,0
13808,Eno3,1,0,0
12517,Cd72,1,0,0
17304,Mfge8,1,0,0
12747,Clk1,1,0,0
15432,Hoxd12,1,0,0
18505,Pax3,1,0,0
16898,Rps2,1,0,0
16909,Lmo2,1,0,0
12151,Bmi1,1,0,0
12385,Ctnna1,1,0,0
18708,Pik3r1,1,0,0
27367,Rpl3,1,0,0
22324,Vav1,1,0,0
17836,Mug1,1,0,0
20182,Rxrb,1,0,0
20183,Rxrg,1,0,0
18002,Nedd8,1,0,0
16770,Lalba,1,0,0
18386,Oprd1,1,0,0
17390,Mmp2,1,0,0
15896,Icam2,1,0,0
19713,Ret,1,0,0
14254,Flt1,1,0,0
12229,Btk,1,0,0
18984,Por,1,0,0
21872,Tjp1,1,0,0
21881,Tkt,1,0,0
12527,Cd9,1,0,0
20851,Stat5b,1,0,0
20670,Sox15,1,0,0
19387,Rangap1,1,0,0
19988,Rpl6,1,0,0
17752,Mt4,1,0,0
270106,Rpl13,1,0,0
269587,Epb4,1,0,0
11739,Slc25a4,1,0,0
17164,Mapkapk2,1,0,0
17217,Mcm4,1,0,0
18654,Pgf,1,0,0
19164,Psen1,1,0,0
15422,Hoxc13,1,0,0
18813,Pa2g4,1,0,0
19885,Rorc,1,0,0
11513,Adcy7,1,0,0
12428,Ccna2,1,0,0
15364,Hmga2,1,0,0
19352,Rabggtb,1,0,0
15159,Hccs,1,0,0
17688,Msh6,1,0,0
242705,E2f2,1,0,0
233908,Fus,1,0,0
59287,Ncstn,1,0,0
13629,Eef2,1,0,0
108655,Foxp1,1,0,0
107769,Tm6sf1,1,0,-0.0211821056932276
224024,Scarf2,1,0,0
223838,Adamts20,1,0,0
50721,Sirt6,1,0,0
68089,Arpc4,1,0,0
18823,Plp1,1,0,0
12540,Cdc42,1,0,0
66713,Actr2,1,0,0
104303,Arl1,1,0,0
56447,Copz1,1,0,0
170930,Sumo2,1,0,0
71833,Dcaf7,1,0,0
12313,Calm1,1,0,0
109905,Rap1a,1,0,0
14688,Gnb1,1,0,0
56438,Rbx1,1,0,0
26961,Rpl8,1,0,0
18643,Pfn1,1,0,0
14797,Aes,1,0,0
22318,Vamp2,1,0,0
20922,Supt4h1,1,0,0
100044900,Ube2i,1,0,0
11464,Actc1,1,0,0
18749,Prkacb,1,0,0
16211,Kpnb1,1,0,0
18719,Pip5k1b,1,0,0
15247,Hiat1,1,0,0
19177,Psmb7,1,0,0
15433,Hoxd13,1,0,0
15408,Hoxb13,1,0,0
12767,Cxcr4,1,0,0
12367,Casp3,1,0,0
13876,Erg,1,0,0
15081,H3f3a,1,0,0
18188,Nrtn,1,0,0
14911,Thumpd3,1,0,0
27041,G3bp1,1,0,0
21915,Dtymk,1,0,0
14205,Figf,1,0,0
14712,Gnpat,1,0,0
238871,Pde4d,1,0,0
12912,Creb1,1,0,0
269523,Vcp,1,0,0
14186,Fgfr4,1,0,0
21969,Top1,1,0,0
18557,Cdk18,1,0,0
16324,Inhbb,1,0,0
19225,Ptgs2,1,0,0
13537,Dusp2,1,0,0
20439,Siah2,1,0,0
22697,Zscan21,1,0,0
18022,Nfe2,1,0,0
18106,Cd244,1,0,0
12393,Runx2,1,0,0
76484,Kndc1,1,0,0
20444,St3gal2,1,0,0
227707,BC005624,1,0,0
103836,Zfp692,1,0,0
382034,Gse1,1,0,0
107999,Gtpbp6,1,0,0
27981,D4Wsu53e,1,0,0
231712,Trafd1,1,0,0
18211,Ntrk1,1,0,0
217351,Tnrc6c,1,0,0
257633,Acsf3,1,0,0
436062,Fam92b,1,0,0
382045,Gpr114,1,0,0
234374,Ddx49,1,0,0
69554,Klhdc2,1,0,0
67040,Ddx17,1,0,0
22025,Nr2c1,1,0,0
503558,Taar9,1,0,0
320027,Fstl4,1,0,0
380711,Rap1gap2,1,0,0
74148,1300001I01Rik,1,0,0
68795,Ubr3,1,0,0
381038,Parl,1,0,0
84585,Rnf123,1,0,0
14784,Grb2,1,0,0
13709,Elf1,1,0,0
22031,Traf3,1,0,0
12061,Bdkrb1,1,0,0
18554,Pcsk7,1,0,0
19732,Rgl2,1,0,0
18476,Pafah1b3,1,0,0
21406,Tcf12,1,0,0
12727,Clcn4-2,1,0,0
15107,Hadh,1,0,0
217069,Trim25,1,0,0
15223,Foxj1,1,0,0
15260,Hira,1,0,0
16180,Il1rap,1,0,0
17135,Mafk,1,0,0
17220,Mcm7,1,0,0
22083,Ctr9,1,0,0
18803,Plcg1,1,0,0
20467,Sin3b,1,0,0
12700,Cish,1,0,0
20472,Six2,1,0,0
17126,Smad2,1,0,0
51813,Ccnc,1,0,0
18226,Nup62,1,0,0
94284,Ugt1a6a,1,0,0
19271,Ptprj,1,0,0
20449,St8sia1,1,0,0
18985,Pou2af1,1,0,0
75687,Fam65a,1,0,0
58996,Arhgap23,1,0,0
235493,BC031353,1,0,0
74522,Morc2a,1,0,0
68121,Cep70,1,0,0
18572,Pdcd11,1,0,0
76485,Glt8d1,1,0,0
109242,Kif24,1,0,0
71330,Rcbtb1,1,0,0
208643,Eif4g1,1,0,0
170787,Hdac10,1,0,0
68510,Ints1,1,0,0
103537,Mbtd1,1,0,0
211006,Sepsecs,1,0,0
76302,Pcnp,1,0,0
69663,Ddx51,1,0,0
70433,Draxin,1,0,0
72416,Lrpprc,1,0,0
213006,Mfsd4,1,0,0
110809,Srsf1,1,0,0
107932,Chd4,1,0,0
14683,Gnas,1,0,0
72661,Serp2,1,0,0
237979,Sdk2,1,0,0
353344,Opn5,1,0,0
19679,Pitpnm2,1,0,0
68142,Ino80,1,0,0
229512,Smg5,1,0,0
99982,Kdm1a,1,0,0
223455,March6,1,0,0
72978,Cnih3,1,0,0
23863,Dand5,1,0,0
107766,Haao,1,0,0
56428,Mtch2,1,0,0
20430,Cyfip1,1,0,0
69780,Smap2,1,0,0
192196,Luc7l2,1,0,0
70093,Ube2q1,1,0,0
66932,Rexo1,1,0,0
320808,Dcaf5,1,0,0
330814,Lphn1,1,0,0
104418,Dgkz,1,0,0
66420,Polr2e,1,0,0
242248,Bank1,1,0,0
13854,Epn1,1,0,0
66765,4933411K16Rik,1,0,0
76960,Bcas1,1,0,0
71950,Nanog,1,0,0
71904,Paqr7,1,0,0
269116,Nfasc,1,0,0
22221,Ubp1,1,0,0
98267,Stk17b,1,0,-0.0233056491433662
59040,Rhot1,1,0,0
74443,P4htm,1,0,0
104799,Vipas39,1,0,0
235040,Atg4d,1,0,0
78830,Slc25a12,1,0,0
218581,Depdc1b,1,0,0
67948,Fbxo28,1,0,0
212919,Kctd7,1,0,0
224109,Lrrc33,1,0,0
76448,Ppp1r18,1,0,0
11841,Arf2,1,0,0
74769,Pik3cb,1,0,0
103236,Csnk1g2,1,0,0
99377,Sall4,1,0,0
109593,Lmo3,1,0,0
99152,Anapc2,1,0,0
210808,Lacc1,1,0,0
28019,Ing4,1,0,0
73542,Tssk5,1,0,0
209239,Gan,1,0,0
23984,Pde10a,1,0,0
78895,Pus7l,1,0,0
50909,C1ra,1,0,0.0441771529507335
240442,Adnp2,1,0,0
66084,Rmnd1,1,0,0
234779,Plcg2,1,0,0
108723,Card11,1,0,0
216157,ORF61,1,0,0
69165,Cd209b,1,0,-0.0543267694563123
67581,Tbc1d23,1,0,0
66531,2310061C15Rik,1,0,0
108101,Fermt3,1,0,0
208768,Sde2,1,0,0
140765,Tmprss3,1,0,0
69399,1700025G04Rik,1,0,0
14766,Gpr56,1,0,0
98956,Nat10,1,0,0
68298,Ncapd2,1,0,0
72074,Anks4b,1,0,0
228598,Ebf4,1,0,0
69109,Fam58b,1,0,0
217847,Serpina10,1,0,0
56347,Eif3c,1,0,0
239706,Mettl22,1,0,0
235661,Dync1li1,1,0,0
99138,Stard7,1,0,0
217707,Coq6,1,0,0
103284,Zc3h10,1,0,0
69550,Bst2,1,0,0
71844,Nupl1,1,0,0
72654,Ccdc12,1,0,0
11484,Aspa,1,0,0
103841,Cuedc1,1,0,0
76933,Ifi27l2a,1,0,0.0487394408667626
11937,Atp2a1,1,0,0
266632,Irak4,1,0,0
216795,Wnt9a,1,0,0
142688,Asb13,1,0,0
19298,Pex19,1,0,0
107869,Cth,1,0,0
264895,Acsf2,1,0,0
228875,Slc35c2,1,0,0
216987,Utp6,1,0,0
102580,Alg9,1,0,0
11928,Atp1a1,1,0,0
214944,Mob3b,1,0,0
100088,Rcc1,1,0,0
192157,Socs7,1,0,0
12780,Abcc2,1,0,0
246727,Oas3,1,0,0.0762624211154523
231655,Oasl1,1,0,0.118866664039043
22036,Traip,1,0,0
170737,Znrf1,1,0,0
215303,Camk1g,1,0,0
74776,Ppa2,1,0,0
80707,Wwox,1,0,0
17175,Masp2,1,0,0
224907,Dus3l,1,0,0
73178,Wasl,1,0,0
21379,Tbrg4,1,0,0
216558,Ugp2,1,0,-0.015894373946517
19342,Rab4b,1,0,0
16971,Lrp1,1,0,0
70086,Cysltr2,1,0,0
117198,Ivns1abp,1,0,0
102462,Imp3,1,0,0
68038,Chid1,1,0,0
226419,Dyrk3,1,0,0
21416,Tcf7l2,1,0,0
114715,Spred1,1,0,0
268749,Rnf31,1,0,0
15384,Hnrnpab,1,0,0
70465,Wdr77,1,0,0
80861,Dhx58,1,0,0.038302000333271
107951,Cdk9,1,0,0
66413,Psmd6,1,0,0
215449,Rap1b,1,0,0
74117,Actr3,1,0,0
53610,Nono,1,0,0
66404,2410001C21Rik,1,0,0
69654,Dctn2,1,0,0
212442,Lactb2,1,0,0
225215,Rsl24d1,1,0,0
76233,Dnttip1,1,0,0
105670,Rcbtb2,1,0,0
79555,BC005537,1,0,0
94213,Ddx50,1,0,0
94332,Cadm3,1,0,0
83492,Gsdmc,1,0,0
94093,Trim33,1,0,0
94091,Trim11,1,0,0
104416,Bap1,1,0,0
18150,Npm3,1,0,0
27395,Mrpl15,1,0,0
66641,Sike1,1,0,0
19821,Rnf2,1,0,0
67830,Rer1,1,0,0
66427,Cyb5b,1,0,0
71810,Ranbp3,1,0,0
74772,Atp13a2,1,0,0
75788,Smurf1,1,0,0
76709,Arpc2,1,0,0
68876,Xrcc6bp1,1,0,0
66511,Chtop,1,0,0
70575,Gfod2,1,0,0
17245,Mdm1,1,0,0
67845,Rnf115,1,0,0
67041,Oxct1,1,0,0
67763,Prpsap1,1,0,0
110213,Tmbim6,1,0,0
78217,Tmem210,1,0,0
78920,Dlst,1,0,0
70729,Nos1ap,1,0,0
74485,Lrrc71,1,0,0
68544,2310036O22Rik,1,0,0
66940,Shisa5,1,0,0
69241,Polr2d,1,0,0
108121,U2af1,1,0,0
67510,Fam18b,1,0,0
67356,Tmco5,1,0,0
66338,Cdrt4,1,0,0
66884,Appbp2,1,0,0
72017,Cyb5r1,1,0,0
67398,Srpr,1,0,0
24128,Xrn2,1,0,0
74106,Dcaf6,1,0,0
66861,Dnajc10,1,0,0
66867,Hmg20a,1,0,0
66194,Pycrl,1,0,0
56486,Gabarap,1,0,0
58521,Eid1,1,0,-0.0270136509394464
228998,Arfgap1,1,0,0
81897,Tlr9,1,0,0
64099,Parvg,1,0,0
60597,Mapk8ip2,1,0,0
66317,Wdr61,1,0,0
19386,Ranbp2,1,0,0
20168,Rtn3,1,0,0
64136,Sdf2l1,1,0,0
619605,Zcchc17,1,0,0
83768,Dpp7,1,0,0
56066,Cxcl11,1,0,0
63959,Slc29a1,1,0,0
66593,Diablo,1,0,0
64704,Htra2,1,0,0
59028,Rcl1,1,0,0
56088,Psmg1,1,0,0
29875,Iqgap1,1,0,0
50914,Olig1,1,0,0
21685,Tef,1,0,0
54325,Elovl1,1,0,0
56717,Mtor,1,0,0
29810,Bag3,1,0,0
56715,Rabgef1,1,0,0
50932,Mink1,1,0,0
56378,Arpc3,1,0,0
27373,Csnk1e,1,0,0
16399,Itga2b,1,0,0
19743,Rhag,1,0,0
56727,Miox,1,0,0
54473,Tollip,1,0,0
19822,Rnf4,1,0,0
53861,Zranb2,1,0,0
56489,Ikbke,1,0,0
18606,Enpp2,1,0,0.145046468213773
56459,Sae1,1,0,0
21853,Timeless,1,0,0
11637,Ak2,1,0,0
17120,Mad1l1,1,0,0
23797,Akt3,1,0,0
56480,Tbk1,1,0,0
17540,Mrvi1,1,0,0
15353,Hmg20b,1,0,0
20853,Stau1,1,0,0
18599,Padi1,1,0,0
18439,P2rx7,1,0,0
16201,Ilf3,1,0,0
20901,Strap,1,0,0
19415,Rasal1,1,0,0
18607,Pdpk1,1,0,0
